,WeekID,Week Position,Song,Performer,Previous Week Position,Peak Position,Weeks on Chart,Date,Song ID,Link,Artist
165348,8/29/87,11,I Still Haven't Found What I'm Looking For,U2,6,1,12,,I Still Haven't Found What I'm Looking For U2,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,U2
165349,11/24/90,11,Ice Ice Baby,Vanilla Ice,6,1,12,,Ice Ice Baby Vanilla Ice,spotify:track:3XVozq1aeqsJwpXrEZrDJ9,Vanilla Ice
165350,10/21/06,11,London Bridge,Fergie,6,1,12,,London Bridge Fergie,spotify:track:7jRoWfRlLnGYEIEn4t4kbq,Fergie
165351,6/27/64,11,Love Me Do,The Beatles,7,1,12,,Love Me Do The Beatles,spotify:track:3VbGCXWRiouAq8VyMYN2MI,The Beatles
165352,11/18/89,11,Miss You Much,Janet Jackson,7,1,12,,Miss You Much Janet Jackson,spotify:track:4r5VaK6H1bq0cTGPMTN97Z,Janet Jackson
165353,11/14/64,11,"Oh, Pretty Woman",Roy Orbison And The Candy Men,11,1,12,,"Oh, Pretty Woman Roy Orbison And The Candy Men",,
165354,11/21/98,11,I Don't Want To Miss A Thing,Aerosmith,11,1,12,,I Don't Want To Miss A Thing Aerosmith,spotify:track:225xvV8r1yKMHErSWivnow,Aerosmith
165355,8/7/10,11,Not Afraid,Eminem,11,1,12,,Not Afraid Eminem,spotify:track:7Ie9W94M7OjPoZVV216Xus,Eminem
165431,6/20/70,12,Everything Is Beautiful,Ray Stevens,3,1,12,,Everything Is Beautiful Ray Stevens,spotify:track:3rrrMhc76FDnS4N7wu2KfH,Ray Stevens
165432,5/10/86,12,Kiss,Prince And The Revolution,3,1,12,,Kiss Prince And The Revolution,spotify:track:62LJFaYihsdVrrkgUOJC05,Prince
165433,4/7/73,12,Love Train,The O'Jays,4,1,12,,Love Train The O'Jays,spotify:track:28285KFbyCq8sJofn58qlD,The O'Jays
165434,6/20/64,12,My Guy,Mary Wells,5,1,12,,My Guy Mary Wells,spotify:track:4591VqUIXysNlmI5NcAIUd,Mary Wells
165435,10/18/58,12,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,6,1,12,,Nel Blu Dipinto Di Blu (Volaré) Domenico Modugno,spotify:track:006Ndmw2hHxvnLbJsBFnPx,Domenico Modugno
165436,7/15/61,12,Moody River,Pat Boone,7,1,12,,Moody River Pat Boone,spotify:track:2TEdI0KNrYHo4UPhrt0ais,Pat Boone
165437,6/15/63,12,If You Wanna Be Happy,Jimmy Soul,7,1,12,,If You Wanna Be Happy Jimmy Soul,spotify:track:7D97JnBT73FWUh9KmRvP9M,Jimmy Soul
165438,4/18/09,12,My Life Would Suck Without You,Kelly Clarkson,7,1,12,,My Life Would Suck Without You Kelly Clarkson,spotify:track:4Dm32oO01YpIubCHaAtKkN,Kelly Clarkson
165439,2/19/77,12,I Wish,Stevie Wonder,8,1,12,,I Wish Stevie Wonder,spotify:track:687YZan9Gol1UVvbpUSO6Y,Stevie Wonder
165440,4/3/65,12,My Girl,The Temptations,9,1,12,,My Girl The Temptations,spotify:track:745H5CctFr12Mo7cqa1BMH,The Temptations
165441,8/31/96,12,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,9,1,12,,How Do U Want It/California Love 2Pac Featuring K-Ci And JoJo,,
165442,1/30/99,12,Doo Wop (That Thing),Lauryn Hill,9,1,12,,Doo Wop (That Thing) Lauryn Hill,spotify:track:0uEp9E98JB5awlA084uaIg,Ms. Lauryn Hill
165443,7/7/79,12,Love You Inside Out,Bee Gees,11,1,12,,Love You Inside Out Bee Gees,spotify:track:73V1mhbDb7K0lqlHB82iN5,Bee Gees
165524,10/29/88,13,Love Bites,Def Leppard,4,1,12,,Love Bites Def Leppard,spotify:track:3Dfy8YIxq89i84t108TvMi,Def Leppard
165525,3/31/62,13,Duke Of Earl,Gene Chandler,5,1,12,,Duke Of Earl Gene Chandler,spotify:track:6Hy22YDN9HJMRlJP1LwnJy,Gene Chandler
165526,9/28/74,13,I Shot The Sheriff,Eric Clapton,5,1,12,,I Shot The Sheriff Eric Clapton,spotify:track:0UOxp1BpnD8uPQMKU4wKjz,Eric Clapton
165527,10/18/58,13,Little Star,The Elegants,8,1,12,,Little Star The Elegants,spotify:track:3c7KT5CN8uYRaK3xThhdYt,The Elegants
165602,10/21/89,14,Girl I'm Gonna Miss You,Milli Vanilli,3,1,12,,Girl I'm Gonna Miss You Milli Vanilli,spotify:track:1ffAMndLMFbKHpXuIDBwc1,Milli Vanilli
165603,3/18/67,14,Kind Of A Drag,The Buckinghams,4,1,12,,Kind Of A Drag The Buckinghams,spotify:track:3RnsnfrquBAy6kIejQzc2C,The Buckinghams
165604,10/21/67,14,Ode To Billie Joe,Bobbie Gentry,5,1,12,,Ode To Billie Joe Bobbie Gentry,spotify:track:4FdDorlbJTVHcH3djLbIfn,Bobbie Gentry
165605,1/22/72,14,Family Affair,Sly & The Family Stone,5,1,12,,Family Affair Sly & The Family Stone,spotify:track:2GVEs1sn5Q1jB1976vQoAX,Sly & The Family Stone
165606,3/12/66,14,My Love,Petula Clark,7,1,12,,My Love Petula Clark,spotify:track:2j1GzI1DwpEado5Rjw0wxk,Petula Clark
165607,3/2/68,14,Green Tambourine,The Lemon Pipers,7,1,12,,Green Tambourine The Lemon Pipers,spotify:track:240FNg8tSGXr9OGswVMuO6,The Lemon Pipers
165608,4/7/90,14,Escapade,Janet Jackson,7,1,12,,Escapade Janet Jackson,spotify:track:5HAv1Ckfe50DUjv8ghwTrz,Janet Jackson
165674,2/2/91,15,Justify My Love,Madonna,6,1,12,,Justify My Love Madonna,spotify:track:6BWRvw630R8z2vNMok6quI,Madonna
165675,10/19/63,15,My Boyfriend's Back,The Angels,7,1,12,,My Boyfriend's Back The Angels,spotify:track:5NiFSI8iIDtVm1NCwdYrHS,The Angels
165676,2/20/99,15,I'm Your Angel,R. Kelly & Celine Dion,11,1,12,,I'm Your Angel R. Kelly & Celine Dion,spotify:track:21HyqCIf126MRfgfsXcvts,Done Again
165677,11/9/68,15,Harper Valley P.T.A.,Jeannie C. Riley,14,1,12,,Harper Valley P.T.A. Jeannie C. Riley,spotify:track:2sZIclzhHlH8tzf7wry9hK,Jeannie C. Riley
165764,5/31/75,16,He Don't Love You (Like I Love You),Tony Orlando & Dawn,7,1,12,,He Don't Love You (Like I Love You) Tony Orlando & Dawn,spotify:track:0XaaoZUWQFzcFiQbXKhABU,Tony Orlando & Dawn
165765,11/19/88,16,Groovy Kind Of Love,Phil Collins,7,1,12,,Groovy Kind Of Love Phil Collins,spotify:track:5OHUTC4EvTbL0DuZQRIGGX,Phil Collins
165766,9/25/65,16,I Got You Babe,Sonny & Cher,9,1,12,,I Got You Babe Sonny & Cher,spotify:track:4SGBuq37Ol4HJr7pQqFMKa,Sonny & Cher
165767,7/13/68,16,Mrs. Robinson,Simon & Garfunkel,13,1,12,,Mrs. Robinson Simon & Garfunkel,spotify:track:0iOZM63lendWRTTeKhZBSC,Simon & Garfunkel
165834,6/8/63,17,I Will Follow Him,Little Peggy March,8,1,12,,I Will Follow Him Little Peggy March,spotify:track:3GQETOg4ZXyQ1jEFqfMoac,Little Peggy March
165835,4/8/89,17,Lost In Your Eyes,Debbie Gibson,10,1,12,,Lost In Your Eyes Debbie Gibson,spotify:track:6PMDILZiYo4YzMBbE0dGK9,Debbie Gibson
165836,11/26/60,17,I Want To Be Wanted,Brenda Lee,11,1,12,,I Want To Be Wanted Brenda Lee,spotify:track:03cB3gd91JsP3bCERC6Lmf,Brenda Lee
165837,8/16/75,17,Listen To What The Man Said,Wings,12,1,12,,Listen To What The Man Said Wings,spotify:track:0SkpjIqhANcC2QQu8DIuwG,Wings
165838,1/7/67,17,Good Vibrations,The Beach Boys,13,1,12,,Good Vibrations The Beach Boys,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,The Beach Boys
165912,11/16/91,18,Emotions,Mariah Carey,7,1,12,,Emotions Mariah Carey,spotify:track:0cELvuwJW1acISUHYB6suj,Mariah Carey
165913,7/3/65,18,"Help Me, Rhonda",The Beach Boys,9,1,12,,"Help Me, Rhonda The Beach Boys",spotify:track:3haZcHm3HydDVxm3je3Zmg,The Beach Boys
165914,7/31/65,18,Mr. Tambourine Man,The Byrds,9,1,12,,Mr. Tambourine Man The Byrds,spotify:track:2HCaIYjkvWSZzaSKUoOh3d,The Byrds
165978,1/10/76,19,Let's Do It Again,The Staple Singers,5,1,12,,Let's Do It Again The Staple Singers,spotify:track:1YQIOrrOg1UDqZCGcZWQ0a,The Staple Singers
165979,9/6/69,19,In The Year 2525,Zager & Evans,8,1,12,,In The Year 2525 Zager & Evans,spotify:track:5UVsbUV0Kh033cqsZ5sLQi,Zager & Evans
165980,4/2/88,19,Father Figure,George Michael,8,1,12,,Father Figure George Michael,spotify:track:0L0T4tMAaGqLgIVj1MOj9t,George Michael
165981,4/12/75,19,Have You Never Been Mellow,Olivia Newton-John,9,1,12,,Have You Never Been Mellow Olivia Newton-John,spotify:track:5ehVOC0zSdwWqyZlhomJSi,Olivia Newton-John
165982,5/16/98,19,Gettin' Jiggy Wit It,Will Smith,23,1,12,,Gettin' Jiggy Wit It Will Smith,spotify:track:0weAUscowxeqDtpCgtbpgp,Will Smith
166055,8/24/68,20,Grazing In The Grass,Hugh Masekela,9,1,12,,Grazing In The Grass Hugh Masekela,spotify:track:2P6Buc8kWRgShx7aHIadqu,Hugh Masekela
166056,12/22/79,20,Heartache Tonight,Eagles,9,1,12,,Heartache Tonight Eagles,spotify:track:2bzgKuK3pVez40qUvo8sYr,Eagles
166135,1/5/80,21,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,8,1,12,,No More Tears (Enough Is Enough) Barbra Streisand/Donna Summer,spotify:track:1wSPm3y4Lk6ABkVxCmwkZx,"Barbra Streisand,Donna Summer"
166136,6/6/70,21,Let It Be,The Beatles,10,1,12,,Let It Be The Beatles,spotify:track:7iN1s7xHE4ifF5povM6A48,The Beatles
166137,8/16/86,21,Invisible Touch,Genesis,11,1,12,,Invisible Touch Genesis,spotify:track:0xpBr84T3FTm9j4D1MdPtk,Genesis
166138,11/24/62,21,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",14,1,12,,"Monster Mash Bobby ""Boris"" Pickett And The Crypt-Kickers",spotify:track:2nlDZulcPuOr0jbSu1S0Xh,"Bobby ""Boris"" Pickett,The Crypt-Kickers"
166197,11/25/61,22,Hit The Road Jack,Ray Charles and his Orchestra,7,1,12,,Hit The Road Jack Ray Charles and his Orchestra,spotify:track:4hPs0cVW5nkGeF7V6uPZG1,"Ray Charles,Rosanna Francesco"
166198,6/10/61,22,Mother-In-Law,Ernie K-Doe,19,1,12,,Mother-In-Law Ernie K-Doe,spotify:track:39h384i9hij2H9Qtl9XUuu,Ernie K-Doe
166199,12/26/64,22,Leader Of The Pack,The Shangri-Las,20,1,12,,Leader Of The Pack The Shangri-Las,spotify:track:6O5PIO5pAWxdoxvaUFQ02G,The Shangri-Las
166260,9/21/68,23,"Hello, I Love You",The Doors,9,1,12,,"Hello, I Love You The Doors",spotify:track:3bWGaqVeYKMlLss40mPgNn,The Doors
166310,9/30/89,24,Hangin' Tough,New Kids On The Block,9,1,12,,Hangin' Tough New Kids On The Block,spotify:track:16flEBCtUF67V5yO0GxYWn,New Kids On The Block
166311,5/5/90,24,I'll Be Your Everything,Tommy Page,14,1,12,,I'll Be Your Everything Tommy Page,spotify:track:4K0fYuC7qJx5P7Yh0Ch2zo,Tommy Page
166312,8/15/92,24,I'll Be There,Mariah Carey,16,1,12,,I'll Be There Mariah Carey,spotify:track:5jI2ApByK8KJeWVU39oRO4,"Mariah Carey,Trey Lorenz"
166313,5/16/98,24,My Heart Will Go On,Celine Dion,21,1,12,,My Heart Will Go On Celine Dion,spotify:track:33LC84JgLvK2KuW43MfaNq,Céline Dion
166384,5/2/87,25,Lean On Me,Club Nouveau,13,1,12,,Lean On Me Club Nouveau,spotify:track:6HhKj3GiPxDI6ME9Pjx0YU,Club Nouveau
166385,9/24/88,25,Monkey,George Michael,13,1,12,,Monkey George Michael,spotify:track:2nzPzkGP9QSZ1lqvXTfyzT,George Michael
166386,9/17/60,25,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,14,1,12,,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini Brian Hyland,spotify:track:6oYPpIF1VmxN2BlMEmji15,The Karaoke Channel
166387,11/29/97,25,Honey,Mariah Carey,23,1,12,,Honey Mariah Carey,spotify:track:5NaOWLOmVjcA3M5spRATN9,Mariah Carey
166440,6/2/62,26,Good Luck Charm,Elvis Presley With The Jordanaires,17,1,12,,Good Luck Charm Elvis Presley With The Jordanaires,spotify:track:19gotedXtqeE8dWju6WURW,Elvis Presley
166506,8/24/63,27,Easier Said Than Done,The Essex,12,1,12,,Easier Said Than Done The Essex,spotify:track:2C5p7j2gw7Jr2VAZDiNP4u,The Essex
166507,7/26/69,27,Get Back,The Beatles With Billy Preston,16,1,12,,Get Back The Beatles With Billy Preston,spotify:track:1g9G2cZiAYqkAASTOcTQ3j,1960's Karaoke Band
166508,7/27/63,27,It's My Party,Lesley Gore,19,1,12,,It's My Party Lesley Gore,spotify:track:1Pq47iFLC5U7j8xeNiNcuS,Lesley Gore
166557,3/1/75,28,Fire,Ohio Players,12,1,12,,Fire Ohio Players,spotify:track:06xkqQuJzl1ddeK48jG6qa,Ohio Players
166558,4/4/87,28,Jacob's Ladder,Huey Lewis & The News,13,1,12,,Jacob's Ladder Huey Lewis & The News,spotify:track:0huRoriGPIi0vSHFV2f3C9,Huey Lewis & The News
166559,12/10/60,28,Georgia On My Mind,Ray Charles,15,1,12,,Georgia On My Mind Ray Charles,spotify:track:47mA6f44zxLtdATOoY7GjN,Ray Charles
166560,9/27/75,28,Get Down Tonight,KC And The Sunshine Band,15,1,12,,Get Down Tonight KC And The Sunshine Band,spotify:track:2qVZpGu1v98tvUAutqyAfJ,KC & The Sunshine Band
166561,7/12/97,28,Hypnotize,The Notorious B.I.G.,23,1,12,,Hypnotize The Notorious B.I.G.,spotify:track:7KwZNVEaqikRSBSpyhXK2j,The Notorious B.I.G.
166610,10/23/65,29,Help!,The Beatles,22,1,12,,Help! The Beatles,spotify:track:7DD7eSuYSC5xk2ArU62esN,The Beatles
166658,5/18/13,30,Harlem Shake,Baauer,22,1,12,,Harlem Shake Baauer,spotify:track:01XFgRZfZI7oBagNf1Loml,Baauer
166711,8/4/73,31,Give Me Love - (Give Me Peace On Earth),George Harrison,10,1,12,,Give Me Love - (Give Me Peace On Earth) George Harrison,spotify:track:09VtDFWlxC9v9tyRnmpGPl,George Harrison
166712,6/3/89,31,Like A Prayer,Madonna,18,1,12,,Like A Prayer Madonna,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,Madonna
166755,12/27/75,32,Island Girl,Elton John,16,1,12,,Island Girl Elton John,spotify:track:2u3UJ9KyduTnbi9yUVGYfW,Elton John
166805,8/20/66,33,Hanky Panky,Tommy James And The Shondells,15,1,12,,Hanky Panky Tommy James And The Shondells,spotify:track:3uqEiaO6MUoM89nLSIs05c,Tommy James & The Shondells
166948,12/25/65,36,Get Off Of My Cloud,The Rolling Stones,22,1,12,,Get Off Of My Cloud The Rolling Stones,spotify:track:263Iuyk08ks1v6FIudUIGD,The Rolling Stones
166995,11/25/17,37,Look What You Made Me Do,Taylor Swift,34,1,12,,Look What You Made Me Do Taylor Swift,spotify:track:1P17dC1amhFzptugyAO7Il,Taylor Swift
167175,6/25/66,41,"Monday, Monday",The Mamas & The Papas,24,1,12,,"Monday, Monday The Mamas & The Papas",spotify:track:3EFb1qDgIqf9MegIryKtDj,The Mamas & The Papas
167176,2/15/75,41,Lucy In The Sky With Diamonds,Elton John,32,1,12,,Lucy In The Sky With Diamonds Elton John,spotify:track:13JsYnkF16pHKuOFG6uI1C,Elton John
167219,11/2/74,42,I Honestly Love You,Olivia Newton-John,19,1,12,,I Honestly Love You Olivia Newton-John,spotify:track:2kCIwSz0JoYQPrT4Ykr1MZ,"Olivia Newton-John,Babyface"
167453,11/12/60,48,Mr. Custer,Larry Verne,34,1,12,,Mr. Custer Larry Verne,spotify:track:54UFvpOyoqlUu7N09UymMz,Larry Verne
167833,10/27/18,12,I Like It,"Cardi B, Bad Bunny & J Balvin",9,1,28,,"I Like It Cardi B, Bad Bunny & J Balvin",spotify:track:1m9GAhsNfiLFRzW9pXeoG9,3 Dope Brothas
167834,5/17/08,12,Low,Flo Rida Featuring T-Pain,11,1,28,,Low Flo Rida Featuring T-Pain,spotify:track:0ofCs0lIDRZgVnmxvT8HLp,The Karaoke Crew
167835,7/26/14,12,Happy,Pharrell Williams,12,1,28,,Happy Pharrell Williams,spotify:track:60nZcImufyMA1MKQY3dcCH,Pharrell Williams
